frame,motions,detections,frame_motions,frame_detections
941,"(320.0, 194.0, 88.5, 78.5)","(0, 0, 0, 0)","[(273, 208, 136, 128), (367, 180, 41, 29)]",[]
942,"(327.5, 183.0, 84.0, 86.0)","(0, 0, 0, 0)","[(276, 194, 138, 140), (379, 172, 30, 32)]",[]
943,"(326.0, 183.5, 86.0, 84.0)","(0, 0, 0, 0)","[(277, 192, 138, 141), (375, 175, 34, 27)]",[]
944,"(332.0, 185.5, 81.0, 90.0)","(0, 0, 0, 0)","[(286, 195, 131, 138), (378, 176, 31, 42)]",[]
945,"(287.0, 203.0, 135.0, 128.0)","(0, 0, 0, 0)","[(287, 203, 135, 128)]",[]
946,"(308.0, 234.0, 84.0, 88.0)","(0, 0, 0, 0)","[(325, 267, 37, 46), (291, 201, 131, 130)]",[]
947,"(310.5, 233.5, 82.0, 87.0)","(0, 0, 0, 0)","[(328, 267, 34, 44), (293, 200, 130, 130)]",[]
948,"(312.0, 235.5, 81.0, 82.0)","(0, 0, 0, 0)","[(331, 274, 29, 34), (293, 197, 133, 130)]",[]
949,"(315.5, 238.5, 76.5, 77.5)","(0, 0, 0, 0)","[(331, 274, 25, 32), (300, 203, 128, 123)]",[]
950,"(333.6666666666667, 255.33333333333334, 56.666666666666664, 48.666666666666664)","(0, 0, 0, 0)","[(364, 288, 24, 34), (332, 273, 23, 27), (305, 205, 123, 85)]",[]
951,"(309.0, 205.0, 121.0, 81.0)","(0, 0, 0, 0)","[(309, 205, 121, 81)]",[]
952,"(310.0, 206.0, 113.0, 79.0)","(0, 0, 0, 0)","[(310, 206, 113, 79)]",[]
953,"(311.0, 206.0, 113.0, 67.0)","(0, 0, 0, 0)","[(311, 206, 113, 67)]",[]
954,"(334.0, 206.0, 91.0, 67.0)","(0, 0, 0, 0)","[(334, 206, 91, 67)]",[]
955,"(336.0, 206.0, 80.0, 66.0)","(0, 0, 0, 0)","[(336, 206, 80, 66)]",[]
956,"(341.0, 206.0, 74.0, 66.0)","(0, 0, 0, 0)","[(341, 206, 74, 66)]",[]
957,"(342.0, 208.0, 71.0, 51.0)","(0, 0, 0, 0)","[(342, 208, 71, 51)]",[]
958,"(342.0, 211.0, 69.0, 46.0)","(0, 0, 0, 0)","[(342, 211, 69, 46)]",[]
959,"(345.0, 210.0, 65.0, 47.0)","(0, 0, 0, 0)","[(345, 210, 65, 47)]",[]
960,"(350.0, 210.0, 56.0, 40.0)","(0, 0, 0, 0)","[(350, 210, 56, 40)]",[]
961,"(352.0, 212.0, 58.0, 34.0)","(0, 0, 0, 0)","[(352, 212, 58, 34)]",[]
962,"(355.0, 220.0, 36.0, 21.0)","(0, 0, 0, 0)","[(355, 220, 36, 21)]",[]
963,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
964,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
965,"(357.0, 193.0, 58.0, 59.0)","(0, 0, 0, 0)","[(357, 193, 58, 59)]",[]
966,"(361.5, 195.0, 48.5, 44.5)","(0, 0, 0, 0)","[(354, 210, 68, 62), (369, 180, 29, 27)]",[]
967,"(357.0, 193.5, 46.0, 49.0)","(0, 0, 0, 0)","[(352, 205, 63, 69), (362, 182, 29, 29)]",[]
968,"(352.5, 195.0, 44.0, 49.5)","(0, 0, 0, 0)","[(343, 204, 68, 71), (362, 186, 20, 28)]",[]
969,"(352.0, 200.0, 76.0, 116.0)","(0, 0, 0, 0)","[(352, 200, 76, 116)]",[]
970,"(349.0, 208.5, 60.0, 64.5)","(0, 0, 0, 0)","[(338, 223, 85, 88), (360, 194, 35, 41)]",[]
971,"(345.5, 221.0, 54.5, 59.5)","(0, 0, 0, 0)","[(338, 236, 78, 82), (353, 206, 31, 37)]",[]
972,"(336.0, 213.0, 81.0, 107.0)","(0, 0, 0, 0)","[(336, 213, 81, 107)]",[]
973,"(351.3333333333333, 242.0, 36.666666666666664, 61.0)","(0, 0, 0, 0)","[(343, 272, 17, 54), (359, 242, 58, 82), (352, 212, 35, 47)]",[]
974,"(339.5, 244.0, 47.5, 76.0)","(0, 0, 0, 0)","[(339, 272, 15, 56), (340, 216, 80, 96)]",[]
975,"(348.0, 240.4, 34.8, 59.0)","(0, 0, 0, 0)","[(339, 282, 17, 44), (321, 267, 18, 61), (359, 223, 56, 63), (395, 216, 25, 36), (326, 214, 58, 91)]",[]
976,"(350.75, 238.25, 41.5, 58.75)","(0, 0, 0, 0)","[(339, 290, 14, 33), (357, 231, 56, 46), (393, 216, 27, 36), (314, 216, 69, 120)]",[]
977,"(338.6666666666667, 231.66666666666666, 49.0, 69.33333333333333)","(0, 0, 0, 0)","[(314, 269, 16, 69), (389, 217, 29, 47), (313, 209, 102, 92)]",[]
978,"(337.0, 232.66666666666666, 49.666666666666664, 57.333333333333336)","(0, 0, 0, 0)","[(313, 271, 20, 63), (388, 219, 28, 26), (310, 208, 101, 83)]",[]
979,"(341.25, 252.0, 41.25, 50.5)","(0, 0, 0, 0)","[(368, 291, 21, 25), (310, 282, 12, 54), (383, 220, 36, 49), (304, 215, 96, 74)]",[]
980,"(315.0, 255.25, 45.0, 57.75)","(0, 0, 0, 0)","[(294, 307, 13, 30), (312, 287, 14, 49), (359, 219, 65, 67), (295, 208, 88, 85)]",[]
981,"(307.2, 251.8, 46.8, 52.4)","(0, 0, 0, 0)","[(313, 294, 13, 33), (268, 272, 32, 62), (327, 267, 32, 30), (370, 222, 48, 68), (258, 204, 109, 69)]",[]
982,"(304.4, 229.8, 41.4, 42.0)","(0, 0, 0, 0)","[(340, 276, 20, 36), (292, 228, 34, 41), (340, 223, 90, 85), (276, 219, 32, 29), (274, 203, 31, 19)]",[]
983,"(267.5, 218.0, 103.0, 114.0)","(0, 0, 0, 0)","[(222, 229, 85, 107), (313, 207, 121, 121)]",[]
984,"(213.25, 228.5, 64.75, 62.75)","(0, 0, 0, 0)","[(163, 252, 74, 93), (114, 247, 25, 20), (266, 208, 33, 17), (310, 207, 127, 121)]",[]
985,"(217.66666666666666, 248.33333333333334, 82.66666666666667, 87.33333333333333)","(0, 0, 0, 0)","[(288, 303, 16, 31), (55, 233, 109, 105), (310, 209, 123, 126)]",[]
986,"(237.25, 254.5, 74.0, 82.75)","(0, 0, 0, 0)","[(288, 306, 17, 28), (312, 267, 53, 61), (37, 235, 112, 123), (312, 210, 114, 119)]",[]
987,"(230.25, 257.5, 78.5, 80.5)","(0, 0, 0, 0)","[(287, 305, 18, 30), (312, 267, 52, 56), (10, 250, 124, 118), (312, 208, 120, 118)]",[]
988,"(236.25, 251.25, 79.75, 83.75)","(0, 0, 0, 0)","[(312, 283, 18, 43), (325, 269, 39, 52), (0, 237, 144, 131), (308, 216, 118, 109)]",[]
989,"(157.5, 226.0, 126.5, 117.5)","(0, 0, 0, 0)","[(2, 237, 144, 130), (313, 215, 109, 105)]",[]
990,"(225.33333333333334, 241.33333333333334, 85.33333333333333, 90.66666666666667)","(0, 0, 0, 0)","[(325, 270, 39, 42), (23, 237, 125, 130), (328, 217, 92, 100)]",[]
991,"(189.75, 257.25, 63.75, 69.75)","(0, 0, 0, 0)","[(54, 278, 37, 31), (324, 268, 39, 43), (39, 260, 104, 108), (342, 223, 75, 97)]",[]
992,"(182.25, 258.5, 58.75, 65.0)","(0, 0, 0, 0)","[(19, 272, 29, 33), (326, 270, 37, 37), (41, 268, 96, 99), (343, 224, 73, 91)]",[]
993,"(177.4, 266.8, 59.8, 59.4)","(0, 0, 0, 0)","[(146, 306, 42, 36), (22, 275, 45, 30), (332, 271, 31, 35), (42, 250, 110, 116), (345, 232, 71, 80)]",[]
994,"(186.5, 265.25, 91.75, 60.75)","(0, 0, 0, 0)","[(47, 307, 161, 67), (332, 271, 29, 37), (23, 250, 110, 61), (344, 233, 67, 78)]",[]
995,"(138.75, 283.25, 73.75, 72.75)","(0, 0, 0, 0)","[(82, 339, 35, 33), (102, 304, 91, 72), (26, 250, 107, 115), (345, 240, 62, 71)]",[]
996,"(170.0, 262.0, 74.33333333333333, 72.66666666666667)","(0, 0, 0, 0)","[(135, 295, 16, 26), (30, 250, 158, 124), (345, 241, 49, 68)]",[]
997,"(163.0, 280.6666666666667, 72.33333333333333, 58.0)","(0, 0, 0, 0)","[(47, 298, 125, 77), (368, 273, 24, 33), (74, 271, 68, 64)]",[]
998,"(34.5, 250.0, 127.0, 89.0)","(0, 0, 0, 0)","[(36, 274, 137, 100), (33, 226, 117, 78)]",[]
999,"(24.0, 239.0, 132.0, 92.0)","(0, 0, 0, 0)","[(38, 260, 136, 114), (10, 218, 128, 70)]",[]
1000,"(47.666666666666664, 233.33333333333334, 98.0, 70.0)","(0, 0, 0, 0)","[(37, 253, 137, 121), (106, 230, 36, 14), (0, 217, 121, 75)]",[]
1001,"(9.0, 212.0, 132.5, 113.0)","(0, 0, 0, 0)","[(18, 236, 157, 138), (0, 188, 108, 88)]",[]
1002,"(4.5, 182.5, 151.0, 124.0)","(0, 0, 0, 0)","[(9, 213, 192, 161), (0, 152, 110, 87)]",[]
1003,"(3.0, 169.66666666666666, 128.0, 100.33333333333333)","(0, 0, 0, 0)","[(9, 210, 195, 163), (0, 175, 81, 60), (0, 124, 108, 78)]",[]
1004,"(3.6666666666666665, 143.0, 130.33333333333334, 114.33333333333333)","(0, 0, 0, 0)","[(11, 211, 204, 161), (0, 142, 84, 92), (0, 76, 103, 90)]",[]
1005,"(5.5, 132.5, 151.0, 169.5)","(0, 0, 0, 0)","[(11, 211, 198, 159), (0, 54, 104, 180)]",[]
1006,"(4.666666666666667, 138.0, 128.66666666666666, 116.33333333333333)","(0, 0, 0, 0)","[(14, 213, 189, 156), (0, 145, 83, 89), (0, 56, 114, 104)]",[]
1007,"(5.333333333333333, 135.33333333333334, 134.66666666666666, 119.33333333333333)","(0, 0, 0, 0)","[(16, 214, 178, 155), (0, 146, 83, 87), (0, 46, 143, 116)]",[]
1008,"(40.0, 138.4, 111.2, 81.0)","(0, 0, 0, 0)","[(18, 214, 161, 154), (0, 175, 80, 57), (0, 146, 85, 49), (182, 107, 38, 35), (0, 50, 192, 110)]",[]
1009,"(44.285714285714285, 123.14285714285714, 99.57142857142857, 69.85714285714286)","(0, 0, 0, 0)","[(21, 214, 155, 151), (1, 176, 78, 55), (0, 147, 83, 48), (0, 130, 39, 30), (182, 92, 78, 53), (0, 59, 130, 80), (106, 44, 134, 72)]",[]
1010,"(4.6, 149.0, 118.0, 68.2)","(0, 0, 0, 0)","[(22, 222, 153, 142), (1, 203, 31, 27), (0, 147, 82, 47), (0, 131, 37, 28), (0, 42, 287, 97)]",[]
1011,"(47.125, 164.25, 82.5, 53.125)","(0, 0, 0, 0)","[(67, 276, 107, 84), (37, 236, 58, 50), (23, 230, 39, 25), (2, 203, 31, 26), (0, 148, 82, 45), (1, 131, 33, 28), (247, 87, 52, 32), (0, 3, 258, 135)]",[]
1012,"(25.2, 164.0, 87.6, 58.6)","(0, 0, 0, 0)","[(68, 283, 88, 78), (57, 237, 38, 27), (0, 168, 33, 25), (1, 132, 32, 26), (0, 0, 247, 137)]",[]
1013,"(18.25, 153.75, 95.75, 51.25)","(0, 0, 0, 0)","[(71, 284, 62, 53), (0, 169, 32, 23), (2, 133, 29, 25), (0, 29, 260, 104)]",[]
1014,"(38.0, 156.5, 154.5, 75.5)","(0, 0, 0, 0)","[(76, 286, 52, 46), (0, 27, 257, 105)]",[]
1015,"(97.0, 95.25, 91.25, 45.25)","(0, 0, 0, 0)","[(76, 288, 48, 42), (139, 37, 46, 20), (0, 30, 244, 101), (173, 26, 27, 18)]",[]
1016,"(119.0, 39.5, 141.0, 61.5)","(0, 0, 0, 0)","[(238, 47, 25, 25), (0, 32, 257, 98)]",[]
1017,"(131.5, 40.0, 147.5, 61.0)","(0, 0, 0, 0)","[(263, 50, 23, 26), (0, 30, 272, 96)]",[]
1018,"(150.0, 66.0, 175.5, 72.0)","(0, 0, 0, 0)","[(300, 105, 55, 45), (0, 27, 296, 99)]",[]
1019,"(182.0, 60.0, 112.33333333333333, 64.66666666666667)","(0, 0, 0, 0)","[(311, 105, 38, 31), (235, 46, 55, 67), (0, 29, 244, 96)]",[]
1020,"(115.0, 52.666666666666664, 114.0, 69.33333333333333)","(0, 0, 0, 0)","[(0, 73, 106, 52), (232, 55, 105, 77), (113, 30, 131, 79)]",[]
1021,"(133.5, 61.5, 93.5, 61.5)","(0, 0, 0, 0)","[(178, 79, 50, 24), (0, 75, 105, 50), (228, 62, 103, 98), (128, 30, 116, 74)]",[]
1022,"(98.66666666666667, 58.0, 125.66666666666667, 79.66666666666667)","(0, 0, 0, 0)","[(0, 76, 104, 49), (168, 68, 157, 116), (128, 30, 116, 74)]",[]
1023,"(121.33333333333333, 56.333333333333336, 102.0, 86.33333333333333)","(0, 0, 0, 0)","[(0, 75, 104, 50), (236, 64, 86, 111), (128, 30, 116, 98)]",[]
1024,"(72.5, 53.5, 136.0, 87.5)","(0, 0, 0, 0)","[(16, 76, 87, 41), (129, 31, 185, 134)]",[]
1025,"(76.5, 54.0, 129.5, 86.5)","(0, 0, 0, 0)","[(24, 77, 79, 37), (129, 31, 180, 136)]",[]
1026,"(81.5, 61.0, 104.5, 77.0)","(0, 0, 0, 0)","[(34, 90, 38, 21), (129, 32, 171, 133)]",[]
1027,"(130.0, 33.0, 178.0, 132.0)","(0, 0, 0, 0)","[(130, 33, 178, 132)]",[]
1028,"(130.0, 33.0, 182.0, 144.0)","(0, 0, 0, 0)","[(130, 33, 182, 144)]",[]
1029,"(130.0, 33.0, 185.0, 139.0)","(0, 0, 0, 0)","[(130, 33, 185, 139)]",[]
1030,"(130.0, 33.0, 185.0, 139.0)","(0, 0, 0, 0)","[(130, 33, 185, 139)]",[]
1031,"(132.0, 36.0, 185.0, 128.0)","(0, 0, 0, 0)","[(132, 36, 185, 128)]",[]
1032,"(215.0, 28.0, 78.5, 82.75)","(0, 0, 0, 0)","[(229, 41, 84, 123), (225, 38, 62, 76), (133, 20, 143, 105), (273, 13, 25, 27)]",[]
1033,"(176.66666666666666, 33.0, 86.0, 82.0)","(0, 0, 0, 0)","[(134, 60, 47, 30), (216, 39, 118, 125), (180, 0, 93, 91)]",[]
1034,"(160.66666666666666, 19.0, 127.33333333333333, 101.33333333333333)","(0, 0, 0, 0)","[(227, 40, 135, 120), (134, 17, 128, 107), (121, 0, 119, 77)]",[]
1035,"(149.5, 19.5, 164.5, 115.0)","(0, 0, 0, 0)","[(227, 39, 149, 118), (72, 0, 180, 112)]",[]
1036,"(133.5, 21.5, 182.5, 116.5)","(0, 0, 0, 0)","[(226, 43, 144, 117), (41, 0, 221, 116)]",[]
1037,"(124.5, 20.0, 184.5, 115.5)","(0, 0, 0, 0)","[(226, 40, 141, 118), (23, 0, 228, 113)]",[]
1038,"(138.0, 21.0, 202.0, 102.5)","(0, 0, 0, 0)","[(269, 42, 41, 38), (7, 0, 363, 167)]",[]
1039,"(118.0, 39.5, 185.0, 97.5)","(0, 0, 0, 0)","[(225, 79, 130, 91), (11, 0, 240, 104)]",[]
1040,"(116.0, 39.0, 187.0, 94.0)","(0, 0, 0, 0)","[(225, 78, 129, 86), (7, 0, 245, 102)]",[]
1041,"(117.5, 39.0, 186.5, 101.5)","(0, 0, 0, 0)","[(227, 78, 130, 105), (8, 0, 243, 98)]",[]
1042,"(119.5, 40.0, 181.5, 89.0)","(0, 0, 0, 0)","[(231, 80, 120, 81), (8, 0, 243, 97)]",[]
1043,"(142.0, 32.666666666666664, 132.0, 73.66666666666667)","(0, 0, 0, 0)","[(239, 80, 107, 76), (179, 18, 72, 71), (8, 0, 217, 74)]",[]
1044,"(142.0, 32.666666666666664, 130.0, 72.0)","(0, 0, 0, 0)","[(239, 80, 106, 71), (179, 18, 71, 71), (8, 0, 213, 74)]",[]
1045,"(144.0, 34.0, 123.66666666666667, 67.66666666666667)","(0, 0, 0, 0)","[(238, 82, 100, 64), (186, 20, 58, 65), (8, 0, 213, 74)]",[]
1046,"(144.66666666666666, 34.666666666666664, 119.33333333333333, 66.33333333333333)","(0, 0, 0, 0)","[(239, 83, 99, 63), (186, 21, 58, 63), (9, 0, 201, 73)]",[]
1047,"(130.8, 34.0, 75.6, 45.6)","(0, 0, 0, 0)","[(241, 88, 89, 53), (48, 47, 32, 23), (188, 24, 56, 58), (168, 11, 42, 29), (9, 0, 159, 65)]",[]
1048,"(147.0, 39.333333333333336, 104.66666666666667, 53.666666666666664)","(0, 0, 0, 0)","[(242, 88, 79, 53), (190, 30, 53, 52), (9, 0, 182, 56)]",[]
1049,"(149.66666666666666, 42.0, 90.33333333333333, 45.0)","(0, 0, 0, 0)","[(247, 88, 71, 45), (192, 38, 46, 43), (10, 0, 154, 47)]",[]
1050,"(151.0, 41.666666666666664, 84.66666666666667, 45.0)","(0, 0, 0, 0)","[(250, 87, 56, 47), (193, 38, 45, 41), (10, 0, 153, 47)]",[]
1051,"(153.33333333333334, 42.333333333333336, 80.33333333333333, 39.666666666666664)","(0, 0, 0, 0)","[(252, 88, 51, 43), (197, 39, 41, 31), (11, 0, 149, 45)]",[]
1052,"(152.33333333333334, 42.0, 71.66666666666667, 38.666666666666664)","(0, 0, 0, 0)","[(252, 86, 32, 42), (194, 40, 43, 29), (11, 0, 140, 45)]",[]
1053,"(126.25, 34.75, 52.5, 31.5)","(0, 0, 0, 0)","[(255, 86, 26, 40), (200, 40, 38, 26), (12, 13, 33, 22), (38, 0, 113, 38)]",[]
1054,"(84.33333333333333, 17.666666666666668, 60.333333333333336, 25.0)","(0, 0, 0, 0)","[(201, 40, 37, 18), (13, 13, 32, 22), (39, 0, 112, 35)]",[]
1055,"(46.0, 0.0, 104.0, 34.0)","(0, 0, 0, 0)","[(46, 0, 104, 34)]",[]
1056,"(50.0, 0.0, 96.0, 36.0)","(0, 0, 0, 0)","[(50, 0, 96, 36)]",[]
1057,"(554.3333333333334, 11.0, 55.0, 26.333333333333332)","(0, 0, 0, 0)","[(805, 33, 37, 25), (806, 0, 35, 22), (52, 0, 93, 32)]",[]
1058,"(420.0, 5.0, 84.5, 52.5)","(0, 0, 0, 0)","[(792, 10, 65, 75), (48, 0, 104, 30)]",[]
1059,"(581.3333333333334, 11.333333333333334, 65.33333333333333, 44.666666666666664)","(0, 0, 0, 0)","[(795, 28, 90, 77), (894, 6, 25, 29), (55, 0, 81, 28)]",[]
1060,"(422.5, 14.5, 64.5, 45.0)","(0, 0, 0, 0)","[(785, 29, 74, 66), (60, 0, 55, 24)]",[]
1061,"(418.5, 14.5, 57.5, 47.0)","(0, 0, 0, 0)","[(776, 29, 61, 73), (61, 0, 54, 21)]",[]
1062,"(791.0, 39.0, 40.5, 42.5)","(0, 0, 0, 0)","[(766, 42, 58, 69), (816, 36, 23, 16)]",[]
1063,"(774.0, 56.0, 63.0, 68.0)","(0, 0, 0, 0)","[(774, 56, 63, 68)]",[]
1064,"(767.5, 60.5, 52.0, 46.0)","(0, 0, 0, 0)","[(742, 65, 51, 23), (793, 56, 53, 69)]",[]
1065,"(769.0, 63.5, 53.0, 51.5)","(0, 0, 0, 0)","[(745, 66, 49, 38), (793, 61, 57, 65)]",[]
1066,"(774.5, 73.5, 36.0, 47.5)","(0, 0, 0, 0)","[(762, 80, 27, 33), (787, 67, 45, 62)]",[]
1067,"(770.0, 67.5, 90.5, 57.5)","(0, 0, 0, 0)","[(745, 77, 149, 89), (795, 58, 32, 26)]",[]
1068,"(763.5, 71.5, 90.0, 57.0)","(0, 0, 0, 0)","[(729, 84, 152, 90), (798, 59, 28, 24)]",[]
1069,"(748.0, 83.0, 115.0, 90.0)","(0, 0, 0, 0)","[(748, 83, 115, 90)]",[]
1070,"(753.0, 82.0, 111.0, 87.0)","(0, 0, 0, 0)","[(753, 82, 111, 87)]",[]
1071,"(754.0, 78.0, 112.0, 91.0)","(0, 0, 0, 0)","[(754, 78, 112, 91)]",[]
1072,"(755.0, 79.0, 111.0, 90.0)","(0, 0, 0, 0)","[(755, 79, 111, 90)]",[]
1073,"(752.0, 66.0, 116.0, 103.0)","(0, 0, 0, 0)","[(752, 66, 116, 103)]",[]
1074,"(751.0, 89.5, 74.0, 67.0)","(0, 0, 0, 0)","[(752, 114, 27, 26), (750, 65, 121, 108)]",[]
1075,"(793.6, 90.8, 42.4, 49.6)","(0, 0, 0, 0)","[(834, 117, 34, 37), (751, 102, 39, 38), (836, 95, 46, 44), (756, 81, 45, 19), (791, 59, 48, 110)]",[]
1076,"(798.4285714285714, 90.85714285714286, 38.42857142857143, 39.714285714285715)","(0, 0, 0, 0)","[(791, 134, 31, 35), (838, 114, 42, 40), (750, 91, 43, 51), (843, 90, 49, 43), (793, 86, 43, 51), (763, 68, 31, 16), (811, 53, 30, 42)]",[]
1077,"(800.3333333333334, 83.66666666666667, 39.0, 43.333333333333336)","(0, 0, 0, 0)","[(838, 114, 38, 40), (748, 95, 46, 46), (790, 91, 47, 78), (847, 86, 46, 42), (767, 65, 27, 13), (812, 51, 30, 41)]",[]
1078,"(807.8, 87.4, 40.0, 49.8)","(0, 0, 0, 0)","[(840, 117, 33, 35), (750, 94, 46, 49), (790, 91, 44, 78), (847, 85, 46, 43), (812, 50, 31, 44)]",[]
1079,"(801.2, 74.8, 49.2, 57.4)","(0, 0, 0, 0)","[(853, 92, 39, 36), (747, 90, 37, 51), (854, 76, 44, 34), (766, 70, 31, 42), (786, 46, 95, 124)]",[]
1080,"(797.75, 57.75, 64.5, 48.75)","(0, 0, 0, 0)","[(858, 68, 44, 23), (741, 65, 152, 105), (785, 55, 23, 42), (807, 43, 39, 25)]",[]
1081,"(796.5, 56.0, 70.25, 48.25)","(0, 0, 0, 0)","[(810, 66, 23, 22), (745, 66, 148, 104), (844, 51, 58, 20), (787, 41, 52, 47)]",[]
1082,"(793.6666666666666, 52.333333333333336, 83.66666666666667, 52.333333333333336)","(0, 0, 0, 0)","[(750, 66, 147, 103), (844, 51, 54, 10), (787, 40, 50, 44)]",[]
1083,"(798.5, 45.0, 96.5, 72.0)","(0, 0, 0, 0)","[(844, 53, 49, 11), (753, 37, 144, 133)]",[]
1084,"(813.0, 62.5, 59.25, 46.75)","(0, 0, 0, 0)","[(850, 88, 43, 39), (754, 72, 114, 96), (844, 53, 48, 12), (804, 37, 32, 40)]",[]
1085,"(792.3333333333334, 49.333333333333336, 80.0, 48.666666666666664)","(0, 0, 0, 0)","[(753, 62, 140, 106), (842, 48, 48, 8), (782, 38, 52, 32)]",[]
1086,"(794.75, 61.5, 69.75, 34.5)","(0, 0, 0, 0)","[(753, 89, 139, 79), (802, 74, 43, 23), (842, 42, 48, 11), (782, 41, 49, 25)]",[]
1087,"(792.6666666666666, 51.333333333333336, 78.0, 43.333333333333336)","(0, 0, 0, 0)","[(754, 74, 140, 94), (842, 40, 47, 12), (782, 40, 47, 24)]",[]
1088,"(768.5, 64.0, 91.5, 51.0)","(0, 0, 0, 0)","[(754, 87, 138, 81), (783, 41, 45, 21)]",[]
1089,"(779.0, 67.5, 79.5, 56.0)","(0, 0, 0, 0)","[(755, 76, 135, 91), (803, 59, 24, 21)]",[]
1090,"(780.0, 68.0, 78.5, 53.5)","(0, 0, 0, 0)","[(755, 77, 133, 90), (805, 59, 24, 17)]",[]
1091,"(782.5, 63.5, 65.5, 59.5)","(0, 0, 0, 0)","[(757, 69, 107, 97), (808, 58, 24, 22)]",[]
1092,"(802.0, 58.333333333333336, 58.666666666666664, 42.333333333333336)","(0, 0, 0, 0)","[(758, 78, 105, 88), (806, 56, 25, 22), (842, 41, 46, 17)]",[]
1093,"(759.0, 75.0, 99.0, 90.0)","(0, 0, 0, 0)","[(759, 75, 99, 90)]",[]
1094,"(761.0, 75.0, 91.0, 80.0)","(0, 0, 0, 0)","[(761, 75, 91, 80)]",[]
1095,"(761.0, 79.0, 86.0, 76.0)","(0, 0, 0, 0)","[(761, 79, 86, 76)]",[]
1096,"(764.0, 77.0, 83.0, 77.0)","(0, 0, 0, 0)","[(764, 77, 83, 77)]",[]
1097,"(764.0, 66.0, 83.0, 88.0)","(0, 0, 0, 0)","[(764, 66, 83, 88)]",[]
1098,"(771.0, 65.0, 66.0, 88.0)","(0, 0, 0, 0)","[(771, 65, 66, 88)]",[]
1099,"(778.0, 69.0, 58.0, 81.0)","(0, 0, 0, 0)","[(778, 69, 58, 81)]",[]
1100,"(780.0, 69.0, 53.0, 81.0)","(0, 0, 0, 0)","[(780, 69, 53, 81)]",[]
1101,"(776.0, 69.0, 54.0, 61.0)","(0, 0, 0, 0)","[(776, 69, 54, 61)]",[]
1102,"(783.0, 78.0, 47.0, 45.0)","(0, 0, 0, 0)","[(783, 78, 47, 45)]",[]
1103,"(784.0, 77.0, 46.0, 33.0)","(0, 0, 0, 0)","[(784, 77, 46, 33)]",[]
1104,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1105,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1106,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1107,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1108,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1109,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1110,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1111,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1112,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1113,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1114,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1115,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1116,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1117,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1118,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1119,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1120,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1121,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1122,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1123,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1124,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1125,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1126,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1127,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1128,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1129,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1130,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1131,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1132,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1133,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1134,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1135,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1136,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1137,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1138,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1139,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1140,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1141,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1142,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1143,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1144,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1145,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1146,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
